"day"	"interval"	"steps"
7	1845	41
7	1850	29
7	1855	15
7	1900	11.5
7	1905	52
7	1910	67.5
7	1915	18.5
7	1920	3.5
7	1925	44
7	1930	26
7	1935	30
7	1940	0
7	1945	0
7	1950	0
7	1955	13.5
7	2000	33
7	2005	16.5
7	2010	21
7	2015	105.5
7	2020	85
7	2025	0
7	2030	145
7	2035	0
7	2040	0
7	2045	8.5
7	2050	27.5
7	2055	0
7	2100	58.5
7	2105	36
7	2110	26
7	2115	25
7	2120	19.5
7	2125	0
7	2130	0
7	2135	0
7	2140	0
7	2145	34.5
7	2150	0
7	2155	0
7	2200	0
7	2205	0
7	2210	0
7	2215	0
7	2220	0
7	2225	0
7	2230	0
7	2235	0
7	2240	0
7	2245	0
7	2250	0
7	2255	0
7	2300	0
7	2305	0
7	2310	0
7	2315	10
7	2320	0
7	2325	6
7	2330	0
7	2335	0
7	2340	0
7	2345	0
7	2350	0
7	2355	0
8	0	NA
8	5	NA
8	10	NA
8	15	NA
8	20	NA
8	25	NA
8	30	NA
8	35	NA
8	40	NA
8	45	NA
8	50	NA
8	55	NA
8	100	NA
8	105	NA
8	110	NA
8	115	NA
8	120	NA
8	125	NA
8	130	NA
8	135	NA
8	140	NA
8	145	NA
8	150	NA
8	155	NA
8	200	NA
8	205	NA
8	210	NA
8	215	NA
8	220	NA
8	225	NA
8	230	NA
8	235	NA
8	240	NA
8	245	NA
8	250	NA
8	255	NA
8	300	NA
8	305	NA
8	310	NA
8	315	NA
8	320	NA
8	325	NA
8	330	NA
8	335	NA
8	340	NA
8	345	NA
8	350	NA
8	355	NA
8	400	NA
8	405	NA
8	410	NA
8	415	NA
8	420	NA
8	425	NA
8	430	NA
8	435	NA
8	440	NA
8	445	NA
8	450	NA
8	455	NA
8	500	NA
8	505	NA
8	510	NA
8	515	NA
8	520	NA
8	525	NA
8	530	NA
8	535	NA
8	540	NA
8	545	NA
8	550	NA
8	555	NA
8	600	NA
8	605	NA
8	610	NA
8	615	NA
8	620	NA
8	625	NA
8	630	NA
8	635	NA
8	640	NA
8	645	NA
8	650	NA
8	655	NA
8	700	NA
8	705	NA
8	710	NA
8	715	NA
8	720	NA
8	725	NA
8	730	NA
8	735	NA
8	740	NA
8	745	NA
8	750	NA
8	755	NA
8	800	NA
8	805	NA
8	810	NA
8	815	NA
8	820	NA
8	825	NA
8	830	NA
8	835	NA
8	840	NA
8	845	NA
8	850	NA
8	855	NA
8	900	NA
8	905	NA
8	910	NA
8	915	NA
8	920	NA
8	925	NA
8	930	NA
8	935	NA
8	940	NA
8	945	NA
8	950	NA
8	955	NA
8	1000	NA
8	1005	NA
8	1010	NA
8	1015	NA
8	1020	NA
8	1025	NA
8	1030	NA
8	1035	NA
8	1040	NA
8	1045	NA
8	1050	NA
8	1055	NA
8	1100	NA
8	1105	NA
8	1110	NA
8	1115	NA
8	1120	NA
8	1125	NA
8	1130	NA
8	1135	NA
8	1140	NA
8	1145	NA
8	1150	NA
8	1155	NA
8	1200	NA
8	1205	NA
8	1210	NA
8	1215	NA
8	1220	NA
8	1225	NA
8	1230	NA
8	1235	NA
8	1240	NA
8	1245	NA
8	1250	NA
8	1255	NA
8	1300	NA
8	1305	NA
8	1310	NA
8	1315	NA
8	1320	NA
8	1325	NA
8	1330	NA
8	1335	NA
8	1340	NA
8	1345	NA
8	1350	NA
8	1355	NA
8	1400	NA
8	1405	NA
8	1410	NA
8	1415	NA
8	1420	NA
8	1425	NA
8	1430	NA
8	1435	NA
8	1440	NA
8	1445	NA
8	1450	NA
8	1455	NA
8	1500	NA
8	1505	NA
8	1510	NA
8	1515	NA
8	1520	NA
8	1525	NA
8	1530	NA
8	1535	NA
8	1540	NA
8	1545	NA
8	1550	NA
8	1555	NA
8	1600	NA
8	1605	NA
8	1610	NA
8	1615	NA
8	1620	NA
8	1625	NA
8	1630	NA
8	1635	NA
8	1640	NA
8	1645	NA
8	1650	NA
8	1655	NA
8	1700	NA
8	1705	NA
8	1710	NA
8	1715	NA
8	1720	NA
8	1725	NA
8	1730	NA
8	1735	NA
8	1740	NA
8	1745	NA
8	1750	NA
8	1755	NA
8	1800	NA
8	1805	NA
8	1810	NA
8	1815	NA
8	1820	NA
8	1825	NA
8	1830	NA
8	1835	NA
8	1840	NA
8	1845	NA
8	1850	NA
8	1855	NA
8	1900	NA
8	1905	NA
8	1910	NA
8	1915	NA
8	1920	NA
8	1925	NA
8	1930	NA
8	1935	NA
8	1940	NA
8	1945	NA
8	1950	NA
8	1955	NA
8	2000	NA
8	2005	NA
8	2010	NA
8	2015	NA
8	2020	NA
8	2025	NA
8	2030	NA
8	2035	NA
8	2040	NA
8	2045	NA
8	2050	NA
8	2055	NA
8	2100	NA
8	2105	NA
8	2110	NA
8	2115	NA
8	2120	NA
8	2125	NA
8	2130	NA
8	2135	NA
8	2140	NA
8	2145	NA
8	2150	NA
8	2155	NA
8	2200	NA
8	2205	NA
8	2210	NA
8	2215	NA
8	2220	NA
8	2225	NA
8	2230	NA
8	2235	NA
8	2240	NA
8	2245	NA
8	2250	NA
8	2255	NA
8	2300	NA
8	2305	NA
8	2310	NA
8	2315	NA
8	2320	NA
8	2325	NA
8	2330	NA
8	2335	NA
8	2340	NA
8	2345	NA
8	2350	NA
8	2355	NA
9	0	NA
9	5	NA
9	10	NA
9	15	NA
9	20	NA
9	25	NA
9	30	NA
9	35	NA
9	40	NA
9	45	NA
9	50	NA
9	55	NA
9	100	NA
9	105	NA
9	110	NA
9	115	NA
9	120	NA
9	125	NA
9	130	NA
9	135	NA
9	140	NA
9	145	NA
9	150	NA
9	155	NA
9	200	NA
9	205	NA
9	210	NA
9	215	NA
9	220	NA
9	225	NA
9	230	NA
9	235	NA
9	240	NA
9	245	NA
9	250	NA
9	255	NA
9	300	NA
9	305	NA
9	310	NA
9	315	NA
9	320	NA
9	325	NA
9	330	NA
9	335	NA
9	340	NA
9	345	NA
9	350	NA
9	355	NA
9	400	NA
9	405	NA
9	410	NA
9	415	NA
9	420	NA
9	425	NA
9	430	NA
9	435	NA
9	440	NA
9	445	NA
9	450	NA
9	455	NA
9	500	NA
9	505	NA
9	510	NA
9	515	NA
9	520	NA
9	525	NA
9	530	NA
9	535	NA
9	540	NA
9	545	NA
9	550	NA
9	555	NA
9	600	NA
9	605	NA
9	610	NA
9	615	NA
9	620	NA
9	625	NA
9	630	NA
9	635	NA
9	640	NA
9	645	NA
9	650	NA
9	655	NA
9	700	NA
9	705	NA
9	710	NA
9	715	NA
9	720	NA
9	725	NA
9	730	NA
9	735	NA
9	740	NA
9	745	NA
9	750	NA
9	755	NA
9	800	NA
9	805	NA
9	810	NA
9	815	NA
9	820	NA
9	825	NA
9	830	NA
9	835	NA
9	840	NA
9	845	NA
9	850	NA
9	855	NA
9	900	NA
9	905	NA
9	910	NA
9	915	NA
9	920	NA
9	925	NA
9	930	NA
9	935	NA
9	940	NA
9	945	NA
9	950	NA
9	955	NA
9	1000	NA
9	1005	NA
9	1010	NA
9	1015	NA
9	1020	NA
9	1025	NA
9	1030	NA
9	1035	NA
9	1040	NA
9	1045	NA
9	1050	NA
9	1055	NA
9	1100	NA
9	1105	NA
9	1110	NA
9	1115	NA
9	1120	NA
9	1125	NA
9	1130	NA
9	1135	NA
9	1140	NA
9	1145	NA
9	1150	NA
9	1155	NA
9	1200	NA
9	1205	NA
9	1210	NA
9	1215	NA
9	1220	NA
9	1225	NA
9	1230	NA
9	1235	NA
9	1240	NA
9	1245	NA
9	1250	NA
9	1255	NA
9	1300	NA
9	1305	NA
9	1310	NA
9	1315	NA
9	1320	NA
9	1325	NA
9	1330	NA
9	1335	NA
9	1340	NA
9	1345	NA
9	1350	NA
9	1355	NA
9	1400	NA
9	1405	NA
9	1410	NA
9	1415	NA
9	1420	NA
9	1425	NA
9	1430	NA
9	1435	NA
9	1440	NA
9	1445	NA
9	1450	NA
9	1455	NA
9	1500	NA
9	1505	NA
9	1510	NA
9	1515	NA
9	1520	NA
9	1525	NA
9	1530	NA
9	1535	NA
9	1540	NA
9	1545	NA
9	1550	NA
9	1555	NA
9	1600	NA
9	1605	NA
9	1610	NA
9	1615	NA
9	1620	NA
9	1625	NA
9	1630	NA
9	1635	NA
9	1640	NA
9	1645	NA
9	1650	NA
9	1655	NA
9	1700	NA
9	1705	NA
9	1710	NA
9	1715	NA
9	1720	NA
9	1725	NA
9	1730	NA
9	1735	NA
9	1740	NA
9	1745	NA
9	1750	NA
9	1755	NA
9	1800	NA
9	1805	NA
9	1810	NA
9	1815	NA
9	1820	NA
9	1825	NA
9	1830	NA
9	1835	NA
9	1840	NA
9	1845	NA
9	1850	NA
9	1855	NA
9	1900	NA
9	1905	NA
9	1910	NA
9	1915	NA
9	1920	NA
9	1925	NA
9	1930	NA
9	1935	NA
9	1940	NA
9	1945	NA
9	1950	NA
9	1955	NA
9	2000	NA
9	2005	NA
9	2010	NA
9	2015	NA
9	2020	NA
9	2025	NA
9	2030	NA
9	2035	NA
9	2040	NA
9	2045	NA
9	2050	NA
9	2055	NA
9	2100	NA
9	2105	NA
9	2110	NA
9	2115	NA
9	2120	NA
9	2125	NA
9	2130	NA
9	2135	NA
9	2140	NA
9	2145	NA
9	2150	NA
9	2155	NA
9	2200	NA
9	2205	NA
9	2210	NA
9	2215	NA
9	2220	NA
9	2225	NA
9	2230	NA
9	2235	NA
9	2240	NA
9	2245	NA
9	2250	NA
9	2255	NA
9	2300	NA
9	2305	NA
9	2310	NA
9	2315	NA
9	2320	NA
9	2325	NA
9	2330	NA
9	2335	NA
9	2340	NA
9	2345	NA
9	2350	NA
9	2355	NA
10	0	NA
10	5	NA
10	10	NA
10	15	NA
10	20	NA
10	25	NA
10	30	NA
10	35	NA
10	40	NA
10	45	NA
10	50	NA
10	55	NA
10	100	NA
10	105	NA
10	110	NA
10	115	NA
10	120	NA
10	125	NA
10	130	NA
10	135	NA
10	140	NA
10	145	NA
10	150	NA
10	155	NA
10	200	NA
10	205	NA
10	210	NA
10	215	NA
10	220	NA
10	225	NA
10	230	NA
10	235	NA
10	240	NA
10	245	NA
10	250	NA
10	255	NA
10	300	NA
10	305	NA
10	310	NA
10	315	NA
10	320	NA
10	325	NA
10	330	NA
10	335	NA
10	340	NA
10	345	NA
10	350	NA
10	355	NA
10	400	NA
10	405	NA
10	410	NA
10	415	NA
10	420	NA
10	425	NA
10	430	NA
10	435	NA
10	440	NA
10	445	NA
10	450	NA
10	455	NA
10	500	NA
10	505	NA
10	510	NA
10	515	NA
10	520	NA
10	525	NA
10	530	NA
10	535	NA
10	540	NA
10	545	NA
10	550	NA
10	555	NA
10	600	NA
10	605	NA
10	610	NA
10	615	NA
10	620	NA
10	625	NA
10	630	NA
10	635	NA
10	640	NA
10	645	NA
10	650	NA
10	655	NA
10	700	NA
10	705	NA
10	710	NA
10	715	NA
10	720	NA
10	725	NA
10	730	NA
10	735	NA
10	740	NA
10	745	NA
10	750	NA
10	755	NA
10	800	NA
10	805	NA
10	810	NA
10	815	NA
10	820	NA
10	825	NA
10	830	NA
10	835	NA
10	840	NA
10	845	NA
10	850	NA
10	855	NA
10	900	NA
10	905	NA
10	910	NA
10	915	NA
10	920	NA
10	925	NA
10	930	NA
10	935	NA
10	940	NA
10	945	NA
10	950	NA
10	955	NA
10	1000	NA
10	1005	NA
10	1010	NA
10	1015	NA
10	1020	NA
10	1025	NA
10	1030	NA
10	1035	NA
10	1040	NA
10	1045	NA
10	1050	NA
10	1055	NA
10	1100	NA
10	1105	NA
10	1110	NA
10	1115	NA
10	1120	NA
10	1125	NA
10	1130	NA
10	1135	NA
10	1140	NA
10	1145	NA
10	1150	NA
10	1155	NA
10	1200	NA
10	1205	NA
10	1210	NA
10	1215	NA
10	1220	NA
10	1225	NA
10	1230	NA
10	1235	NA
10	1240	NA
10	1245	NA
10	1250	NA
10	1255	NA
10	1300	NA
10	1305	NA
10	1310	NA
10	1315	NA
10	1320	NA
10	1325	NA
10	1330	NA
10	1335	NA
10	1340	NA
10	1345	NA
10	1350	NA
10	1355	NA
10	1400	NA
10	1405	NA
10	1410	NA
10	1415	NA
10	1420	NA
10	1425	NA
10	1430	NA
10	1435	NA
10	1440	NA
10	1445	NA
10	1450	NA
10	1455	NA
10	1500	NA
10	1505	NA
10	1510	NA
10	1515	NA
10	1520	NA
10	1525	NA
10	1530	NA
10	1535	NA
10	1540	NA
10	1545	NA
10	1550	NA
10	1555	NA
10	1600	NA
10	1605	NA
10	1610	NA
10	1615	NA
10	1620	NA
10	1625	NA
10	1630	NA
10	1635	NA
10	1640	NA
10	1645	NA
10	1650	NA
10	1655	NA
10	1700	NA
10	1705	NA
10	1710	NA
10	1715	NA
10	1720	NA
10	1725	NA
10	1730	NA
10	1735	NA
10	1740	NA
10	1745	NA
10	1750	NA
10	1755	NA
10	1800	NA
10	1805	NA
10	1810	NA
10	1815	NA
10	1820	NA
10	1825	NA
10	1830	NA
10	1835	NA
10	1840	NA
10	1845	NA
10	1850	NA
10	1855	NA
10	1900	NA
10	1905	NA
10	1910	NA
10	1915	NA
10	1920	NA
10	1925	NA
10	1930	NA
10	1935	NA
10	1940	NA
10	1945	NA
10	1950	NA
10	1955	NA
10	2000	NA
10	2005	NA
10	2010	NA
10	2015	NA
10	2020	NA
10	2025	NA
10	2030	NA
10	2035	NA
10	2040	NA
10	2045	NA
10	2050	NA
10	2055	NA
10	2100	NA
10	2105	NA
10	2110	NA
10	2115	NA
10	2120	NA
10	2125	NA
10	2130	NA
10	2135	NA
10	2140	NA
10	2145	NA
10	2150	NA
10	2155	NA
10	2200	NA
10	2205	NA
10	2210	NA
10	2215	NA
10	2220	NA
10	2225	NA
10	2230	NA
10	2235	NA
10	2240	NA
10	2245	NA
10	2250	NA
10	2255	NA
10	2300	NA
10	2305	NA
10	2310	NA
10	2315	NA
10	2320	NA
10	2325	NA
10	2330	NA
10	2335	NA
10	2340	NA
10	2345	NA
10	2350	NA
10	2355	NA
11	0	0
11	5	0
11	10	0
11	15	4
11	20	0
11	25	0
11	30	0
11	35	0
11	40	0
11	45	0
11	50	0
11	55	0
11	100	0
11	105	0
11	110	4
11	115	0
11	120	0
11	125	0
11	130	0
11	135	0
11	140	0
11	145	0
11	150	0
11	155	0
11	200	0
11	205	0
11	210	0
11	215	0
11	220	0
11	225	0
11	230	0
11	235	0
11	240	0
11	245	0
11	250	0
11	255	0
11	300	0
11	305	0
11	310	0
11	315	0
11	320	0
11	325	0
11	330	0
11	335	0
11	340	0
11	345	0
11	350	0
11	355	0
11	400	0
11	405	0
11	410	0
11	415	0
11	420	0
11	425	0
11	430	0
11	435	0
11	440	69.5
11	445	7.5
11	450	0
11	455	0
11	500	0
11	505	0
11	510	0
11	515	0
11	520	0
11	525	0
11	530	0
11	535	0
11	540	0
11	545	0
11	550	0
11	555	5.5
11	600	0
11	605	5
11	610	20
11	615	0
11	620	0
11	625	16
11	630	17
11	635	52.5
11	640	16.5
11	645	4
11	650	8
11	655	9
11	700	0
11	705	26.5
11	710	0
11	715	0
11	720	17
11	725	23
11	730	17
11	735	25
11	740	0
11	745	7
11	750	43
11	755	39
11	800	21.5
11	805	99.5
11	810	373.5
11	815	461
11	820	242.5
11	825	411
11	830	248
11	835	373.5
11	840	398.5
11	845	403
11	850	399.5
11	855	104.5
11	900	274
11	905	171.5
11	910	36
11	915	13
11	920	54
11	925	19.5
11	930	2
11	935	0
11	940	0
11	945	0
11	950	0
11	955	0
11	1000	0
11	1005	0
11	1010	0
11	1015	0
11	1020	0
11	1025	0
11	1030	18
11	1035	12.5
11	1040	0
11	1045	14
11	1050	13
11	1055	19.5
11	1100	16.5
11	1105	16.5
11	1110	0
11	1115	0
11	1120	0
11	1125	3.5
11	1130	28
11	1135	0
11	1140	0
11	1145	0
11	1150	40.5
11	1155	85
11	1200	149
11	1205	259.5
11	1210	225
11	1215	253.5
11	1220	281
11	1225	247.5
11	1230	85
11	1235	141
11	1240	193.5
11	1245	116
11	1250	134.5
11	1255	209
11	1300	263.5
11	1305	232.5
11	1310	270
11	1315	208
11	1320	18.5
11	1325	7.5
11	1330	0
11	1335	3.5
11	1340	0
11	1345	13
11	1350	5
11	1355	30.5
11	1400	8
11	1405	0
11	1410	29
11	1415	0
11	1420	0
11	1425	0
11	1430	33
11	1435	38
11	1440	29.5
11	1445	13.5
11	1450	0
11	1455	80.5
11	1500	40
11	1505	0
11	1510	6.5
11	1515	0
11	1520	0
11	1525	0
11	1530	37.5
11	1535	59.5
11	1540	197.5
11	1545	48.5
11	1550	146
11	1555	208
11	1600	17.5
11	1605	0
11	1610	0
11	1615	13.5
11	1620	16
11	1625	3.5
11	1630	11
11	1635	0
11	1640	0
11	1645	0
11	1650	24.5
11	1655	28.5
11	1700	54
11	1705	0
11	1710	37.5
11	1715	0
11	1720	0
11	1725	14
11	1730	32
11	1735	15
11	1740	17.5
11	1745	57
11	1750	7
11	1755	26
11	1800	15
11	1805	20
11	1810	42
11	1815	19
11	1820	13.5
11	1825	0
11	1830	4
11	1835	11
11	1840	31
11	1845	55.5
11	1850	140.5
11	1855	241
11	1900	246.5
11	1905	250.5
11	1910	234.5
11	1915	176.5
11	1920	6.5
11	1925	14.5
11	1930	38
11	1935	18.5
11	1940	0
11	1945	0
11	1950	89.5
11	1955	25.5
11	2000	14.5
11	2005	11.5
11	2010	32
11	2015	0
11	2020	0
11	2025	0
11	2030	0
11	2035	0
11	2040	0
11	2045	0
11	2050	0
11	2055	0
11	2100	0
11	2105	0
11	2110	47.5
11	2115	0
11	2120	45.5
11	2125	25
11	2130	15.5
11	2135	6.5
11	2140	37
11	2145	0
11	2150	10
11	2155	5.5
11	2200	0
11	2205	0
11	2210	0
11	2215	0
11	2220	0
11	2225	0
11	2230	0
11	2235	0
11	2240	0
11	2245	0
11	2250	0
11	2255	0
11	2300	5.5
11	2305	0
11	2310	0
11	2315	0
11	2320	0
11	2325	2
11	2330	0
11	2335	0
11	2340	0
11	2345	0
11	2350	0
11	2355	0
12	0	0
12	5	0
12	10	0
12	15	0
12	20	0
12	25	0
12	30	0
12	35	0
12	40	0
12	45	0
12	50	0
12	55	0
12	100	0
12	105	0
12	110	0
12	115	0
12	120	0
12	125	0
12	130	19
12	135	0
12	140	0
12	145	0
12	150	0
12	155	0
12	200	0
12	205	0
12	210	0
12	215	0
12	220	0
12	225	0
12	230	0
12	235	0
12	240	0
12	245	0
12	250	3.5
12	255	0
12	300	0
12	305	0
12	310	0
12	315	0
12	320	0
12	325	0
12	330	0
12	335	0
12	340	0
12	345	0
12	350	0
12	355	0
12	400	0
12	405	0
12	410	0
12	415	0
12	420	0
12	425	0
12	430	24
12	435	0
12	440	0
12	445	0
12	450	0
12	455	0
12	500	0
12	505	0
12	510	0
12	515	0
12	520	0
12	525	0
12	530	0
12	535	0
12	540	15
12	545	46
12	550	0
12	555	5.5
12	600	0
12	605	5
12	610	9.5
12	615	55.5
12	620	19
12	625	8
12	630	14.5
12	635	4.5
12	640	22.5
12	645	27
12	650	54
12	655	21.5
12	700	18
12	705	30
12	710	59
12	715	16
12	720	28.5
12	725	17.5
12	730	58.5
12	735	58.5
12	740	12.5
12	745	47.5
12	750	14.5
12	755	70.5
12	800	25.5
12	805	61.5
12	810	220
12	815	343.5
12	820	315.5
12	825	253.5
12	830	545
12	835	638
12	840	648
12	845	616
12	850	630
12	855	645
12	900	670.5
12	905	408
12	910	284
12	915	268
12	920	249.5
12	925	137.5
12	930	74
12	935	4
12	940	0
12	945	3.5
12	950	46
12	955	0
12	1000	0
12	1005	0
12	1010	0
12	1015	0
12	1020	23
12	1025	3.5
12	1030	2.5
12	1035	178.5
12	1040	96.5
12	1045	27.5
12	1050	42.5
12	1055	14.5
12	1100	78
12	1105	182
12	1110	89
12	1115	0
12	1120	0
12	1125	0
12	1130	48.5
12	1135	17.5
12	1140	35.5
12	1145	7
12	1150	0
12	1155	0
12	1200	35
12	1205	0
12	1210	0
12	1215	0
12	1220	30.5
12	1225	0
12	1230	0
12	1235	21
12	1240	19
12	1245	57
12	1250	0
12	1255	0
12	1300	0
12	1305	37.5
12	1310	0
12	1315	0
12	1320	0
12	1325	0
12	1330	49.5
12	1335	0
12	1340	0
12	1345	0
12	1350	0
12	1355	48
12	1400	8
12	1405	10
12	1410	72
12	1415	160.5
12	1420	133.5
12	1425	0
12	1430	0
12	1435	0
12	1440	0
12	1445	0
12	1450	4.5
12	1455	0
12	1500	0
12	1505	12
12	1510	39
12	1515	0
12	1520	13
12	1525	17.5
12	1530	0
12	1535	0
12	1540	0
12	1545	182.5
12	1550	45
12	1555	216
12	1600	137.5
12	1605	17
12	1610	0
12	1615	46
12	1620	7.5
12	1625	0
12	1630	0
12	1635	0
12	1640	0
12	1645	10
12	1650	5
12	1655	4.5
12	1700	0
12	1705	0
12	1710	16
12	1715	12
12	1720	8.5
12	1725	19.5
12	1730	19
12	1735	23.5
12	1740	30
12	1745	39
12	1750	1
12	1755	10.5
12	1800	14
12	1805	234
12	1810	286
12	1815	341.5
12	1820	195
12	1825	318
12	1830	352
12	1835	482.5
12	1840	252.5
12	1845	269.5
12	1850	257
12	1855	268
12	1900	56
12	1905	15
12	1910	31
12	1915	9
12	1920	11.5
12	1925	7.5
12	1930	24.5
12	1935	0
12	1940	25.5
12	1945	43
12	1950	53
12	1955	0
12	2000	0
12	2005	0
12	2010	0
12	2015	0
12	2020	0
12	2025	0
12	2030	0
12	2035	0
12	2040	0
12	2045	9
12	2050	15
12	2055	11.5
12	2100	35
12	2105	56.5
12	2110	0
12	2115	0
12	2120	8.5
12	2125	21.5
12	2130	0
12	2135	0
12	2140	11
12	2145	0
12	2150	10.5
12	2155	5.5
12	2200	0
12	2205	0
12	2210	0
12	2215	4.5
12	2220	0
12	2225	0
12	2230	4
12	2235	0
12	2240	0
12	2245	0
12	2250	0
12	2255	0
12	2300	0
12	2305	0
12	2310	0
12	2315	0
12	2320	0
12	2325	0
12	2330	0
12	2335	0
12	2340	0
12	2345	0
12	2350	0
12	2355	0
13	0	0
13	5	0
13	10	0
13	15	0
13	20	0
13	25	0
13	30	0
13	35	0
13	40	0
13	45	0
13	50	0
13	55	0
13	100	0
13	105	0
13	110	0
13	115	0
13	120	0
13	125	0
13	130	0
13	135	0
13	140	0
13	145	0
13	150	0
13	155	0
13	200	0
13	205	0
13	210	0
13	215	0
13	220	0
13	225	0
13	230	0
13	235	0
13	240	0
13	245	0
13	250	0
13	255	0
13	300	0
13	305	0
13	310	0
13	315	0
13	320	0
13	325	0
13	330	0
13	335	0
13	340	5
13	345	0
13	350	0
13	355	0
13	400	0
13	405	0
13	410	0
13	415	0
13	420	0
13	425	0
13	430	12
13	435	14.5
13	440	0
13	445	4.5
13	450	16.5
13	455	0
13	500	0
13	505	0
13	510	0
13	515	0
13	520	0
13	525	0
13	530	0
13	535	0
13	540	0
13	545	0
13	550	0
13	555	19.5
13	600	0
13	605	0
13	610	0
13	615	27.5
13	620	0
13	625	0
13	630	18
13	635	51
13	640	13
13	645	19.5
13	650	67
13	655	46
13	700	16.5
13	705	18.5
13	710	49
13	715	39.5
13	720	82
13	725	65
13	730	26
13	735	16
13	740	4
13	745	50.5
13	750	0
13	755	15
13	800	57
13	805	0
13	810	14
13	815	0
13	820	40
13	825	127.5
13	830	48.5
13	835	41.5
13	840	124
13	845	256
13	850	271
13	855	132.5
13	900	9
13	905	256.5
13	910	251.5
13	915	239.5
13	920	249
13	925	354.5
13	930	443.5
13	935	269
13	940	89.5
13	945	135.5
13	950	129.5
13	955	0
13	1000	0
13	1005	0
13	1010	0
13	1015	92
13	1020	106
13	1025	91
13	1030	48
13	1035	0
13	1040	0
13	1045	11
13	1050	0
13	1055	52
13	1100	11
13	1105	0
13	1110	10
13	1115	40
13	1120	3
13	1125	39.5
13	1130	3
13	1135	39.5
13	1140	0
13	1145	0
13	1150	0
13	1155	0
13	1200	41.5
13	1205	37
13	1210	175.5
13	1215	436.5
13	1220	97.5
13	1225	158
13	1230	142
13	1235	0
13	1240	0
13	1245	40.5
13	1250	98
13	1255	28
13	1300	0
13	1305	3.5
13	1310	0
13	1315	0
13	1320	0
13	1325	0
13	1330	0
13	1335	5.5
13	1340	19
13	1345	69.5
13	1350	266
13	1355	259.5
13	1400	105
13	1405	145.5
13	1410	259
13	1415	269.5
13	1420	107
13	1425	49
13	1430	80.5
13	1435	0
13	1440	0
13	1445	0
13	1450	14
13	1455	117.5
13	1500	97
13	1505	0
13	1510	0
13	1515	94.5
13	1520	3.5
13	1525	24.5
13	1530	17
13	1535	15.5
13	1540	0
13	1545	9
13	1550	15.5
13	1555	7.5
13	1600	101.5
13	1605	173.5
13	1610	9
13	1615	23.5
13	1620	43
13	1625	55.5
13	1630	11
13	1635	0
13	1640	0
13	1645	35.5
13	1650	54.5
13	1655	0
13	1700	26
13	1705	0
13	1710	47
13	1715	42
13	1720	49
13	1725	36.5
13	1730	167
13	1735	94.5
13	1740	100.5
13	1745	0
13	1750	0
13	1755	10
13	1800	21.5
13	1805	11.5
13	1810	10.5
13	1815	47.5
13	1820	62.5
13	1825	1
13	1830	9.5
13	1835	22.5
13	1840	35
13	1845	28.5
13	1850	34
13	1855	22.5
13	1900	4.5
13	1905	14
13	1910	23
13	1915	4
13	1920	61
13	1925	32
13	1930	18
13	1935	0
13	1940	33.5
13	1945	14.5
13	1950	23
13	1955	0
13	2000	0
13	2005	0
13	2010	0
13	2015	18
13	2020	11
13	2025	0
13	2030	4.5
13	2035	0
13	2040	0
13	2045	0
13	2050	19
13	2055	64.5
13	2100	0
13	2105	0
13	2110	0
13	2115	0
13	2120	33.5
13	2125	0
13	2130	0
13	2135	0
13	2140	0
13	2145	0
13	2150	0
13	2155	0
13	2200	0
13	2205	0
13	2210	0
13	2215	0
13	2220	0
13	2225	0
13	2230	27.5
13	2235	0
13	2240	0
13	2245	0
13	2250	0
13	2255	0
13	2300	0
13	2305	0
13	2310	0
13	2315	0
13	2320	0
13	2325	0
13	2330	0
13	2335	0
13	2340	0
13	2345	0
13	2350	0
13	2355	0
14	0	NA
14	5	NA
14	10	NA
14	15	NA
14	20	NA
14	25	NA
14	30	NA
14	35	NA
14	40	NA
14	45	NA
14	50	NA
14	55	NA
14	100	NA
14	105	NA
14	110	NA
14	115	NA
14	120	NA
14	125	NA
14	130	NA
14	135	NA
14	140	NA
14	145	NA
14	150	NA
14	155	NA
14	200	NA
14	205	NA
14	210	NA
14	215	NA
14	220	NA
14	225	NA
14	230	NA
14	235	NA
14	240	NA
14	245	NA
14	250	NA
14	255	NA
14	300	NA
14	305	NA
14	310	NA
14	315	NA
14	320	NA
14	325	NA
14	330	NA
14	335	NA
14	340	NA
14	345	NA
14	350	NA
14	355	NA
14	400	NA
14	405	NA
14	410	NA
14	415	NA
14	420	NA
14	425	NA
14	430	NA
14	435	NA
14	440	NA
14	445	NA
14	450	NA
14	455	NA
14	500	NA
14	505	NA
14	510	NA
14	515	NA
14	520	NA
14	525	NA
14	530	NA
14	535	NA
14	540	NA
14	545	NA
14	550	NA
14	555	NA
14	600	NA
14	605	NA
14	610	NA
14	615	NA
14	620	NA
14	625	NA
14	630	NA
14	635	NA
14	640	NA
14	645	NA
14	650	NA
14	655	NA
14	700	NA
14	705	NA
14	710	NA
14	715	NA
14	720	NA
14	725	NA
14	730	NA
14	735	NA
14	740	NA
14	745	NA
14	750	NA
14	755	NA
14	800	NA
14	805	NA
14	810	NA
14	815	NA
14	820	NA
14	825	NA
14	830	NA
14	835	NA
14	840	NA
14	845	NA
14	850	NA
14	855	NA
14	900	NA
14	905	NA
14	910	NA
14	915	NA
14	920	NA
14	925	NA
14	930	NA
14	935	NA
14	940	NA
14	945	NA
14	950	NA
14	955	NA
14	1000	NA
14	1005	NA
14	1010	NA
14	1015	NA
