"classe","roll_belt","pitch_belt","yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z"
"A",109,33.8,-14.9,0.14,0,-0.03,-19,60,-158,37,609,-330,148,-41,110,0.08,-0.5,1.1,-308,-49,-74,-428,283,499,-32.0398588,-51.77351648,94.3910502,-0.05,0.18,0.08,-11,-7,18,-543,302,-83,-0.79,-2.01,-82.2,-0.03,0.08,-0.02,5,-2,-3,61,609,451
"A",110,34.1,-14.5,0.19,-0.03,-0.03,-25,66,-152,27,615,-320,150,-40.8,109,0.1,-0.51,1.12,-300,-47,-81,-422,284,520,-71.03660382,-46.48922955,65.77709012,-0.08,0.19,0.13,-11,-16,15,-546,298,-68,-0.77,-1.95,-82.1,-0.02,0.11,-0.02,8,0,-2,69,603,459
"A",112,34.9,-12.2,0.24,-0.1,-0.07,-57,59,-162,14,607,-341,151,-41.2,108,0.31,-0.48,0.71,-302,-44,-82,-420,287,497,-95.93553574,-7.126218525,60.60374607,-0.1,0.18,0.21,-2,-23,16,-546,306,-95,-0.46,-1.81,-81.8,-0.03,0.06,-0.02,5,2,-4,72,607,454
"A",112,35.4,-11.9,0.11,-0.05,-0.05,-66,67,-174,6,596,-341,151,-41.6,107,0.32,-0.47,0.66,-302,-42,-81,-416,289,501,-90.93670954,-16.51486774,63.33351314,-0.11,0.16,0.16,-5,-24,18,-535,307,-81,-0.37,-1.87,-81.9,-0.02,0.03,-0.03,5,0,-3,69,600,448
"A",113,35.9,-11.6,0.05,-0.02,-0.05,-62,66,-175,1,602,-348,151,-42.1,107,0.31,-0.45,0.64,-301,-44,-77,-431,291,500,-90.60021888,-20.67863433,62.08515699,-0.11,0.16,0.11,-6,-23,17,-545,304,-95,-0.45,-1.8,-82,-0.02,0.03,-0.05,1,-5,-2,68,610,451
"A",115,36.3,-11.2,0.06,0.21,-0.03,-54,57,-181,1,599,-360,150,-43,106,0.26,-0.5,0.74,-301,-46,-74,-422,280,508,-77.19285208,-29.13164728,71.61534622,-0.06,0.19,0.03,-7,-17,16,-539,303,-102,-0.63,-1.78,-82,-0.05,0.08,0.05,5,-5,-4,71,610,448
"A",115,34.3,-11.8,0.13,0.26,-0.34,-15,85,-161,14,599,-354,151,-43.6,105,0.24,-0.5,0.8,-302,-43,-78,-417,278,501,-57.828073,-32.45066917,88.56536663,-0.08,0.21,0.08,-7,-12,17,-543,307,-108,-0.19,-1.99,-81.9,-0.06,0.08,0.02,3,3,-7,76,603,434
"A",115,33.7,-11.8,0.14,0.26,-0.46,-13,76,-159,16,601,-362,151,-43.7,105,0.24,-0.5,0.79,-301,-45,-76,-417,282,504,-69.30872098,-35.12068411,75.88155941,-0.06,0.21,0.1,-7,-13,14,-537,314,-96,-0.12,-2.03,-81.8,-0.08,0.1,0,3,4,-10,80,596,429
"A",114,33.3,-11.8,0.16,0.27,-0.51,-15,58,-159,17,595,-354,151,-43.8,105,0.26,-0.5,0.75,-302,-44,-77,-414,285,503,-75.51044035,-34.9770646,69.77946866,-0.06,0.19,0.1,-8,-16,15,-541,310,-100,-0.07,-2.07,-81.8,-0.08,0.1,-0.03,3,4,-8,77,603,430
"A",114,32.8,-11.7,0.24,0.27,-0.43,-34,51,-160,22,598,-353,151,-44.1,105,0.27,-0.48,0.74,-300,-45,-76,-422,280,499,-81.08637169,-25.8717411,69.39805949,-0.06,0.18,0.07,-6,-17,15,-540,305,-99,0.01,-2.19,-81.7,-0.1,0.08,-0.05,5,5,-5,73,605,435
"A",112,32,-11.6,0.08,0.18,-0.16,-33,52,-158,40,612,-328,151,-45.3,103,0.26,-0.5,0.8,-299,-45,-74,-417,280,501,-90.67408017,-27.92395466,58.38610424,-0.08,0.18,0.1,-7,-20,14,-541,311,-101,-0.37,-2.62,-81.9,-0.06,0.05,0,2,-1,-6,75,598,430
"A",112,32,-12.6,-0.02,0.13,-0.08,-19,68,-157,38,601,-340,152,-46,102,0.27,-0.48,0.79,-297,-45,-76,-422,295,510,-91.22368087,-22.14940182,60.79514968,-0.08,0.16,0.07,-5,-18,13,-535,312,-108,-0.19,-2.64,-82.1,-0.13,0.03,-0.13,1,7,-10,79,599,428
"A",112,31.9,-12.8,0.06,0.13,-0.1,-12,66,-149,39,602,-335,152,-46.3,102,0.27,-0.48,0.74,-299,-44,-78,-425,288,504,-95.59702877,-26.09102981,54.20816159,-0.06,0.16,0.05,-6,-19,12,-543,314,-108,-0.32,-2.86,-82.2,-0.16,0.02,-0.2,3,6,-10,75,599,429
"A",112,31.7,-12.8,0.11,0.11,-0.18,-29,65,-156,40,606,-336,152,-46.7,102,0.27,-0.48,0.74,-299,-44,-76,-420,290,525,-89.88454303,-26.39228481,60.06967529,-0.06,0.16,0.03,-6,-18,13,-540,309,-102,-0.9,-3.27,-82.4,-0.19,0.02,-0.26,6,0,-14,80,599,449
"A",112,31.2,-13.2,0.13,0.11,-0.13,-24,62,-160,35,600,-334,154,-48.7,99,0.26,-0.5,0.8,-300,-45,-77,-413,284,510,-70.65177522,-30.43003069,77.41752759,-0.06,0.19,0,-6,-13,14,-536,311,-106,-4.67,-4.71,-83.1,0.02,0.11,0.13,7,-15,-6,60,604,473
"A",112,31.2,-13.1,0.13,0.11,-0.13,-25,62,-159,42,610,-339,154,-48.8,98.8,0.26,-0.5,0.8,-298,-45,-79,-419,279,507,-55.42618345,-32.12885893,90.9951031,-0.06,0.19,0.02,-6,-10,15,-535,311,-108,-4.54,-4.58,-83.1,0.03,0.13,0.18,5,-9,-7,70,608,467
"A",112,31.1,-13.1,0.13,0.11,-0.16,-26,65,-157,31,595,-341,154,-49.1,98.5,0.27,-0.5,0.77,-299,-45,-78,-421,285,505,-68.24626405,-37.67623417,75.22246596,-0.06,0.19,0.05,-7,-12,13,-535,314,-111,-3.94,-4.29,-83,0.02,0.13,0.21,5,2,-10,66,608,462
"A",112,30.8,-12.5,0.14,0.1,-0.15,-27,64,-159,36,602,-337,154,-50,97.4,0.27,-0.5,0.79,-298,-45,-76,-422,282,512,-26.25945862,-60.7834956,89.26886373,-0.13,0.19,0.16,-11,-5,15,-538,327,-106,-1.93,-3.59,-83.3,0.02,0.02,-0.1,7,1,-8,67,604,458
"A",113,30.7,-12.3,0.16,0.1,-0.16,-28,64,-159,32,602,-337,154,-50.3,97,0.26,-0.5,0.8,-300,-45,-74,-424,291,505,-32.50411456,-62.54608276,84.07519583,-0.16,0.16,0.23,-11,-6,14,-540,326,-111,-1.96,-3.49,-83.4,0.02,0.03,-0.07,9,-7,-8,58,607,453
"A",113,30.7,-12.3,0.16,0.1,-0.18,-29,63,-157,36,603,-343,155,-50.4,96.9,0.26,-0.5,0.8,-298,-46,-76,-423,289,513,-35.62294762,-48.36239426,95.05468408,-0.18,0.13,0.26,-8,-6,14,-541,320,-115,-2.03,-3.44,-83.5,0.03,0.03,-0.05,8,-9,-7,64,607,464
"A",113,30.5,-12,0.11,0.11,-0.16,-32,64,-158,37,603,-343,155,-51.1,95.8,0.27,-0.5,0.79,-300,-44,-75,-424,283,507,-76.57928325,0,80.50034943,-0.24,0.05,0.52,0,-25,26,-537,312,-118,-2.04,-2.87,-83.2,0.1,0.14,0.21,6,-9,-6,70,609,456
"A",113,30.4,-12.1,0.1,0.11,-0.18,-29,65,-160,29,607,-340,156,-51.9,94.9,0.27,-0.51,0.8,-301,-44,-76,-422,278,508,-54.96215215,-30.72321655,92.27974045,-0.18,0.18,0.13,-11,-19,29,-547,298,-116,0.01,-1.77,-82.7,0.1,0.1,0.26,2,9,-4,75,596,430
"A",113,30,-12,0.11,0.11,-0.16,-29,63,-157,32,607,-339,157,-53.1,92.9,0.27,-0.5,0.77,-300,-45,-76,-423,287,517,-77.33488044,-15.58603777,77.33488044,-0.22,0.03,0.54,-6,-27,27,-541,304,-118,1.13,-0.77,-82.5,-0.05,0.05,-0.1,-1,-3,-5,73,604,442
"A",113,30,-12,0.1,0.13,-0.16,-28,63,-159,41,609,-326,157,-53.3,92.7,0.27,-0.5,0.77,-300,-45,-78,-425,296,502,-78.5138153,-25.35516304,72.25704533,-0.19,0.05,0.57,-11,-31,29,-543,295,-109,0.97,-0.75,-82.5,-0.05,0.06,-0.08,0,-2,-5,73,599,440
"A",113,30,-12,0.1,0.13,-0.18,-30,65,-158,27,601,-334,157,-53.4,92.5,0.27,-0.5,0.79,-299,-44,-80,-422,292,506,-75.54493299,-29.82368611,72.88695274,-0.16,0.1,0.56,-15,-35,34,-550,297,-112,0.86,-0.77,-82.5,-0.06,0.06,-0.07,1,-2,-5,68,602,442
"A",113,29.9,-12,0.1,0.13,-0.18,-30,64,-154,37,611,-327,157,-53.5,92.4,0.27,-0.5,0.77,-300,-45,-79,-428,280,521,-79.22294322,-33.47984062,66.95698886,-0.16,0.16,0.49,-18,-39,34,-547,297,-116,0.76,-0.8,-82.4,-0.06,0.06,-0.05,3,-1,-7,72,599,440
"A",112,29.8,-12.6,0.05,0.1,-0.23,-28,63,-156,30,612,-331,157,-54.7,90.7,0.27,-0.5,0.77,-301,-44,-79,-422,283,504,-85.24662946,-12.94306452,70.14785703,0.05,0.16,-0.03,-6,-35,30,-546,305,-137,0.49,-1.46,-82.1,-0.06,0.06,-0.07,5,5,-8,77,607,440
"A",112,29.9,-12.8,0.06,0.1,-0.18,-28,62,-158,26,607,-332,158,-55.1,89.9,0.26,-0.5,0.79,-299,-47,-76,-420,281,504,-104.8970383,-22.48086509,46.21120959,0.03,0.14,0.02,-9,-35,18,-547,302,-137,0.15,-1.69,-82,-0.06,0.08,-0.13,3,-2,-6,66,604,446
"A",113,29.5,-11.8,0.26,0.11,-0.11,-26,66,-160,27,603,-336,159,-56.4,87.6,0.26,-0.5,0.79,-300,-46,-77,-422,284,523,-108.8937037,-9.101121098,47.17300977,0.08,0.18,0.15,-4,-39,20,-546,300,-163,-0.44,-2.03,-82.1,-0.05,0.06,-0.03,5,2,-8,72,603,442
"A",114,28.9,-10.6,0.39,0.11,-0.07,-28,62,-161,36,601,-338,160,-56.9,86.7,0.27,-0.5,0.79,-301,-44,-76,-425,285,506,-125.3831408,-19.1199992,24.96329494,-0.03,0.11,-0.02,-10,-50,13,-548,298,-164,-0.44,-2.18,-82.1,-0.06,0.06,-0.07,6,-2,-5,70,606,438
"A",117,26.7,-6.05,0.77,0.14,0.03,-34,64,-173,60,594,-355,161,-57.6,85.2,0.26,-0.5,0.82,-301,-46,-76,-418,279,503,-132.9896997,-9.41186173,-22.10826203,0.24,-0.08,-0.44,-3,-31,-7,-557,291,-180,-0.58,-2.53,-82.1,-0.03,0.1,0,4,-3,-9,70,608,432
"A",120,23.8,-2.51,0.1,0.16,-0.18,-38,63,-156,96,587,-360,162,-58.7,83,0.27,-0.5,0.79,-301,-43,-77,-423,287,503,-104.8992428,49.25408519,-15.82821675,-0.16,0.22,0,12,-22,-4,-551,287,-183,-0.6,-2.34,-81.6,0,0.13,0.03,6,-1,-8,75,604,432
"A",116,24.8,-6.42,-0.35,0.21,-0.36,-15,63,-157,85,596,-340,163,-59.7,80.7,0.26,-0.5,0.79,-300,-43,-77,-420,281,503,-119.8845433,18.13052347,32.10348867,-0.32,0.05,0.28,12,-62,21,-552,293,-157,0.3,-1.96,-81.3,-0.02,0.1,-0.02,3,2,-10,84,589,418
"A",114,25.5,-9.37,-0.37,0.16,-0.36,-15,62,-161,81,600,-331,164,-60.2,79.3,0.24,-0.5,0.8,-299,-44,-75,-420,286,515,-68.37134582,-88.20582268,7.024399292,-0.08,0.24,0.05,-33,-27,3,-550,298,-163,0.25,-1.81,-81.2,-0.03,0.08,-0.03,3,-2,-9,81,591,430
"A",112,26.5,-12.4,-0.21,0.1,-0.25,-4,59,-157,68,602,-320,166,-60.7,77.7,0.24,-0.51,0.84,-300,-45,-78,-416,283,507,-116.266119,-2.086202641,40.75375419,0.03,0.13,-0.07,-1,-44,19,-547,291,-168,0.16,-1.67,-80.9,-0.08,0.08,0.07,7,-3,1,84,592,423
"A",111,26.7,-12.7,-0.16,0.1,-0.23,-6,59,-159,65,602,-327,166,-60.7,77.4,0.24,-0.5,0.82,-299,-45,-77,-424,285,506,-110.65321,-2.484008946,46.34933654,0.03,0.1,-0.13,-1,-36,18,-546,294,-168,0.22,-1.76,-80.9,-0.06,0.03,0.08,15,9,-3,81,587,414
"A",111,27.1,-13.6,0.03,0.08,-0.16,-12,59,-158,61,601,-320,167,-61.3,75.9,0.29,-0.48,0.74,-301,-42,-79,-412,298,508,-107.3863836,-31.54587474,37.03710885,-0.18,0.05,-0.07,-12,-34,14,-546,308,-157,0.76,-1.67,-80.9,-0.02,0.06,-0.07,-2,6,-12,84,590,421
"A",111,27.2,-13.8,0.1,0.08,-0.11,-19,62,-155,46,602,-328,168,-62.2,73.9,0.27,-0.48,0.75,-300,-44,-75,-421,276,507,-113.8119228,-17.66292015,39.05637998,-0.1,0.19,0.1,-6,-31,13,-556,292,-166,0.01,-1.93,-81.4,-0.22,-0.03,-0.33,7,-2,-7,74,602,425
"A",111,27.2,-13.8,0.11,0.08,-0.1,-18,62,-154,54,600,-324,168,-62.4,73.5,0.27,-0.48,0.77,-299,-43,-74,-417,294,503,-113.814161,-14.77569257,40.34420029,-0.1,0.21,0.08,-6,-37,16,-551,291,-149,-0.4,-2.2,-81.5,-0.21,-0.02,-0.34,11,-4,-4,78,600,431
"A",111,27.3,-13.8,0.11,0.08,-0.1,-17,61,-154,56,601,-328,168,-62.5,73.2,0.27,-0.48,0.79,-299,-42,-76,-419,284,505,-118.1584407,-18.08864505,34.06534143,-0.1,0.21,0.07,-7,-36,13,-550,294,-160,-0.81,-2.49,-81.6,-0.19,0,-0.34,12,-4,-5,69,599,433
"A",111,27.3,-13.7,0.11,0.08,-0.11,-18,63,-153,51,602,-323,168,-62.6,72.9,0.27,-0.48,0.8,-298,-42,-76,-419,288,503,-118.3883951,-20.39915046,32.39773395,-0.11,0.22,0.07,-7,-32,11,-551,297,-164,-1.23,-2.78,-81.7,-0.18,0.02,-0.34,12,-7,-6,73,594,438
"A",112,27.3,-13.7,0.13,0.08,-0.15,-19,70,-159,62,600,-329,169,-62.8,72.3,0.27,-0.5,0.8,-296,-45,-78,-415,293,501,-110.6457513,-29.34677253,34.89045797,-0.11,0.24,0.11,-11,-34,13,-546,295,-159,-2.09,-3.24,-81.8,-0.14,0.05,-0.3,8,-16,-6,73,599,448
"A",112,27.2,-13.6,0.13,0.06,-0.2,-19,73,-164,46,601,-325,169,-63,72.1,0.27,-0.5,0.8,-297,-43,-76,-421,293,510,-117.649738,-22.04495225,32.13568018,-0.11,0.22,0.11,-9,-38,13,-544,292,-152,-2.49,-3.37,-81.8,-0.13,0.05,-0.21,12,-18,-8,72,605,445
"A",112,27.2,-13.5,0.13,0.06,-0.26,-19,74,-164,52,603,-330,169,-63.1,71.8,0.27,-0.5,0.8,-296,-43,-77,-420,277,498,-121.4062938,-15.68156853,31.7663193,-0.11,0.21,0.11,-7,-42,14,-551,297,-163,-2.83,-3.53,-81.8,-0.1,0.05,-0.13,13,-17,-8,68,598,453
"A",111,27.2,-13.2,0.13,0.08,-0.23,-25,55,-150,46,600,-318,170,-63.5,70.5,0.26,-0.48,0.77,-298,-41,-76,-422,286,518,-117.2705922,-23.86177106,31.23204425,-0.06,0.14,-0.03,-10,-39,13,-551,300,-162,-3.28,-3.97,-81.9,-0.06,0.08,-0.05,10,-5,-13,72,603,444
"A",111,27.2,-13.2,0.13,0.11,-0.13,-21,61,-153,47,607,-324,170,-63.8,69.5,0.27,-0.48,0.75,-298,-41,-75,-419,284,499,-111.0726592,-33.47586534,30.33027697,-0.05,0.16,-0.03,-11,-30,10,-550,296,-145,-3.47,-4.18,-81.9,-0.11,0.1,-0.1,8,-6,-13,70,599,447
"A",112,27,-13,0.13,0.1,-0.13,-24,62,-155,44,601,-316,172,-64.5,67.4,0.26,-0.48,0.79,-297,-41,-77,-418,283,511,-106.3676164,-35.05504121,35.05504121,-0.06,0.19,0.03,-11,-28,11,-549,294,-160,-3.67,-4.54,-82.1,-0.05,0.08,-0.1,10,-6,-7,72,596,452
"A",112,27,-13,0.13,0.1,-0.13,-24,61,-151,44,599,-332,172,-64.6,67,0.26,-0.48,0.77,-298,-41,-76,-416,291,500,-111.0726592,-33.47586534,30.33027697,-0.05,0.19,0.03,-11,-30,10,-549,295,-161,-3.72,-4.54,-82.1,-0.03,0.1,-0.08,11,-10,-7,73,598,450
"A",112,27,-13,0.11,0.11,-0.11,-21,65,-153,43,606,-331,172,-64.8,66.3,0.26,-0.48,0.77,-299,-39,-78,-409,287,524,-114.2800175,-29.78689166,29.78689166,-0.03,0.18,0.03,-10,-31,10,-551,295,-163,-3.89,-4.56,-82.1,-0.02,0.1,-0.05,11,-12,-6,75,600,451
"A",112,27,-12.8,0.13,0.06,-0.16,-28,66,-154,37,602,-313,174,-65.4,63.5,0.29,-0.4,0.69,-300,-42,-75,-410,285,506,-115.1286303,-27.40204223,30.93394869,-0.02,0.16,-0.03,-8,-27,9,-542,302,-164,-3.8,-4.29,-82.2,0.06,0.1,0.11,7,-11,-5,71,602,450
"A",112,27.1,-12.6,0.13,0.06,-0.2,-26,60,-155,44,608,-335,175,-65.9,62.2,0.31,-0.5,0.84,-298,-47,-75,-415,283,506,-111.5106422,-28.24157452,34.75598911,-0.03,0.14,0.02,-9,-29,11,-549,303,-163,-3.25,-3.9,-82.1,0.05,0.13,0.18,6,-5,-9,78,593,440
"A",112,27.1,-12.1,0.18,0.08,-0.21,-25,66,-158,36,605,-316,176,-66.7,60.3,0.26,-0.51,0.75,-296,-40,-76,-416,281,510,-121.8354178,-21.35460154,27.59666922,-0.06,0.14,0.03,-7,-31,9,-541,302,-170,-1.14,-3.28,-82,0.06,0.08,0.05,1,4,-11,81,594,431
"A",112,27,-11.9,0.18,0.08,-0.23,-27,66,-158,37,610,-332,176,-66.8,60,0.27,-0.51,0.75,-296,-42,-74,-417,290,514,-122.851582,-20.75475294,26.81366832,-0.06,0.16,0.02,-7,-32,9,-552,298,-170,-1.01,-3.12,-82,0.03,0.1,0.02,-1,0,-14,81,589,428
"A",112,27,-11.9,0.18,0.1,-0.21,-32,62,-155,41,600,-330,177,-66.9,59.7,0.26,-0.51,0.75,-296,-44,-75,-419,280,510,-121.0886566,-23.6171527,26.63686759,-0.06,0.14,0.02,-8,-32,9,-548,296,-166,-0.94,-2.97,-82,0.02,0.08,0.02,0,-2,-13,78,597,428
"A",112,26.9,-11.7,0.13,0.11,-0.2,-32,64,-154,37,602,-323,177,-67.1,58.9,0.24,-0.53,0.8,-298,-37,-79,-418,281,509,-118.3682061,-25.53107419,28.44262161,-0.06,0.16,0.03,-9,-33,10,-545,294,-174,-0.96,-2.76,-82,-0.03,0.05,-0.02,3,-9,-10,84,590,422
"A",112,26.9,-11.8,0.08,0.13,-0.21,-31,66,-156,33,605,-311,178,-67.2,58,0.24,-0.5,0.82,-300,-40,-75,-411,277,514,-121.0886566,-26.63686759,23.6171527,-0.05,0.16,0.02,-9,-32,8,-547,289,-160,-1.16,-2.78,-82,-0.03,0.06,0.03,8,-12,-11,80,593,424
"A",112,26.9,-12,0.03,0.13,-0.21,-32,63,-154,38,609,-323,179,-67.5,56.9,0.26,-0.51,0.84,-297,-41,-76,-417,282,502,-122.0858235,-24.48638542,24.48638542,-0.06,0.14,0.02,-8,-31,8,-543,301,-175,-1.18,-2.78,-81.8,0.02,0.13,0.15,8,-12,-9,84,593,413
"A",112,26.9,-12.4,-0.02,0.14,-0.23,-34,64,-154,31,610,-313,179,-67.7,56.3,0.26,-0.51,0.8,-297,-39,-80,-416,285,502,-121.0886566,-23.6171527,26.63686759,-0.05,0.14,0.02,-8,-32,9,-551,296,-175,-0.94,-2.7,-81.6,0.06,0.13,0.26,10,-7,-6,84,596,411
"A",111,27,-13,-0.1,0.14,-0.25,-29,65,-157,35,608,-300,-180,-67.9,55.2,0.26,-0.5,0.8,-298,-41,-75,-418,283,506,-121.0982388,-18.21597428,30.67095024,-0.06,0.14,0.02,-6,-31,10,-540,298,-175,-0.04,-2.38,-81.3,0.11,0.14,0.28,4,3,-10,87,581,400
"A",109,27,-15.4,-0.1,0.19,-0.16,-24,62,-155,30,612,-308,-178,-68.6,52,0.29,-0.5,0.79,-299,-39,-76,-423,290,511,-114.7365495,-22.99421052,34.89185573,-0.06,0.14,0.07,-8,-32,12,-551,294,-170,2.01,-1.24,-80.8,-0.1,-0.03,-0.18,11,14,-10,100,576,392
"A",109,26.8,-16.6,-0.06,0.22,-0.15,-25,63,-154,32,609,-311,-177,-69.2,50.2,0.32,-0.48,0.75,-296,-41,-76,-417,280,507,-119.0121629,-29.43620788,23.42397264,-0.06,0.14,0.1,-10,-32,8,-554,281,-157,0.94,-1.76,-81.1,-0.14,0,-0.46,3,-2,-12,81,589,425
"A",109,26.7,-17.1,-0.1,0.19,-0.2,-19,67,-152,29,612,-311,-176,-69.5,49.3,0.29,-0.48,0.75,-298,-42,-75,-419,282,507,-128.4744885,-22.7695452,17.01191643,-0.05,0.16,0.08,-8,-34,6,-545,292,-177,-0.24,-2.17,-81.2,-0.18,0.05,-0.46,11,-11,-10,80,596,426
"A",108,26.7,-18.1,0.06,0.14,-0.18,-21,62,-152,33,614,-306,-174,-69.8,46.3,0.24,-0.48,0.79,-298,-40,-79,-417,283,514,-137.1904635,-17.24028579,9.818630191,-0.06,0.21,-0.03,-7,-40,4,-553,293,-163,-3.13,-3.16,-81.1,-0.11,0.05,-0.11,5,-16,-8,73,603,444
"A",108,26.6,-18.2,0.1,0.13,-0.16,-14,62,-153,32,620,-307,-173,-69.9,45.1,0.24,-0.5,0.72,-297,-42,-73,-411,285,511,-138.3260375,-15.57553068,10.36027759,-0.06,0.21,-0.13,-6,-38,4,-542,293,-175,-3.5,-3.47,-81.3,-0.1,0.03,0,12,-9,-5,81,587,439
"A",108,26.5,-18.2,0.1,0.11,-0.11,-16,61,-147,31,611,-314,-173,-70.1,43.9,0.27,-0.51,0.72,-296,-42,-77,-410,282,511,-142.1680174,-12.39298345,8.250212567,-0.11,0.22,-0.25,-6,-48,4,-548,299,-176,-3.46,-3.8,-81.4,-0.05,0.08,-0.02,12,-4,-5,77,598,432
"A",108,26.6,-18.3,0.06,0.08,-0.16,-20,60,-161,30,615,-306,-172,-70.3,43,0.29,-0.5,0.71,-296,-41,-77,-416,281,511,-142.4534389,-10.32377435,10.32377435,-0.1,0.22,-0.39,-5,-48,5,-544,299,-159,-3.37,-3.85,-81.4,-0.02,0.1,-0.02,7,-3,-7,75,597,441
"A",108,26.6,-18.3,0.05,0.11,-0.15,-22,59,-155,34,606,-311,-172,-70.4,42.6,0.29,-0.51,0.72,-297,-41,-75,-421,281,513,-138.1144782,-2.338474993,18.81694273,-0.06,0.21,-0.44,-1,-42,8,-554,290,-153,-3.29,-3.81,-81.4,-0.02,0.1,0,9,-4,-7,75,602,445
"A",108,26.6,-18.5,0.05,0.13,-0.1,-17,61,-150,29,612,-315,-172,-70.6,42,0.27,-0.53,0.75,-297,-43,-74,-413,278,514,-113.6131134,-40.39333065,15.17502647,-0.05,0.18,-0.44,-13,-30,5,-547,296,-152,-3.07,-3.78,-81.4,-0.02,0.08,0.02,4,2,-8,84,596,432
"A",108,26.6,-18.7,0.05,0.11,-0.15,-19,62,-157,23,606,-304,-171,-70.9,41,0.24,-0.56,0.85,-299,-44,-73,-425,279,523,-109.4418414,-42.26202329,20.65411303,-0.02,0.19,-0.46,-12,-26,6,-545,304,-141,-2.74,-3.66,-81.6,-0.08,0.06,-0.11,7,3,-9,78,594,427
"A",108,26.6,-18.7,0.06,0.11,-0.15,-17,62,-157,33,602,-314,-171,-71,40.8,0.22,-0.56,0.87,-299,-44,-75,-417,274,512,-107.4373573,-45.52044825,18.42261429,-0.02,0.19,-0.44,-12,-24,5,-543,298,-139,-2.76,-3.72,-81.6,-0.08,0.06,-0.15,9,3,-10,77,600,434
"A",109,26.4,-18.1,0.11,0.14,-0.16,-19,62,-153,25,608,-319,-168,-71.3,37.8,0.19,-0.56,0.92,-298,-46,-73,-418,272,515,0,-39.47911197,117.6005207,-0.19,0.11,0.18,-10,0,24,-549,304,-120,-4.56,-4.49,-81.9,-0.03,0.08,-0.03,8,-8,-7,79,597,458
"A",109,26.3,-18.1,0.11,0.13,-0.15,-16,65,-155,23,603,-318,-168,-71.3,37.7,0.18,-0.58,0.95,-300,-47,-71,-415,271,520,0,-69.47382762,87.60580506,-0.21,0.11,0.28,-15,0,18,-553,293,-117,-4.55,-4.46,-82,-0.03,0.08,-0.03,6,-6,-10,80,601,451
"A",109,26.3,-18.1,0.11,0.11,-0.16,-17,66,-157,27,615,-321,-168,-71.2,37.6,0.18,-0.58,0.97,-299,-47,-75,-415,283,514,-24.49786631,-62.12911315,88.84797719,-0.22,0.08,0.36,-12,-5,16,-549,296,-118,-4.52,-4.43,-82,-0.05,0.08,-0.03,7,-5,-8,72,598,453
"A",109,26.2,-18.1,0.11,0.1,-0.23,-20,67,-155,26,606,-314,-167,-71.2,37.4,0.18,-0.58,1,-302,-47,-75,-418,282,514,-67.83143938,-41.80918584,72.66801849,-0.26,0.03,0.57,-11,-17,18,-551,288,-118,-4.45,-4.41,-82,-0.05,0.08,-0.05,9,-6,-6,86,593,455
"A",109,26.2,-18.1,0.11,0.1,-0.25,-21,63,-154,24,608,-312,-167,-71.2,37.4,0.18,-0.59,1.03,-305,-45,-75,-409,279,504,-70.45658255,-30.14068397,77.77503779,-0.27,0.02,0.64,-11,-24,26,-551,287,-114,-4.43,-4.42,-82,-0.05,0.06,-0.05,9,-6,-6,79,594,454
"A",109,26.2,-18,0.11,0.1,-0.23,-19,62,-153,27,605,-316,-167,-71.2,37.3,0.16,-0.58,1.05,-305,-46,-74,-418,292,520,-82.2118795,-23.0982739,69.58212207,-0.26,0,0.69,-10,-32,28,-553,287,-120,-4.41,-4.41,-82.1,-0.03,0.06,-0.05,9,-5,-6,81,593,460
"A",109,26.2,-17.9,0.11,0.1,-0.23,-15,64,-153,26,602,-314,-166,-70.9,37,0.13,-0.56,1.03,-301,-43,-79,-415,290,510,-96.29955741,-22.90568225,55.15200412,-0.24,0.02,0.59,-13,-47,30,-557,287,-129,-4.4,-4.43,-82.2,-0.03,0.06,-0.05,8,-6,-6,81,593,457
"A",109,26.2,-17.9,0.13,0.1,-0.23,-21,60,-156,24,613,-319,-165,-70.8,36.5,0.18,-0.53,1.02,-300,-44,-81,-409,298,505,-100.281639,-29.06931658,47.26128239,-0.18,0.05,0.49,-17,-50,27,-554,276,-115,-4.36,-4.38,-82.2,-0.03,0.06,-0.03,6,-8,-7,74,593,456
"A",109,26.1,-17.3,0.13,0.1,-0.13,-23,63,-156,25,610,-312,-159,-71.8,28.1,0.22,-0.45,0.79,-298,-44,-73,-411,293,507,-115.017765,-17.57010908,37.7953313,-0.02,0.24,0.08,-9,-47,19,-559,273,-146,-3.33,-3.69,-82.5,-0.03,0.06,-0.05,3,-3,-6,75,593,454
